City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
450,Soc Trang,VN,9.6033,105.98,78.8,100,20,5.75,few clouds
451,Matriz De Camaragibe,BR,-9.1517,-35.5333,87.8,66,20,13.8,few clouds
452,Lovozero,RU,68.005,35.0117,32.11,98,100,12.84,light snow
453,Konjic,BA,43.6519,17.9614,68.0,62,40,1.14,scattered clouds
454,Mandaguacu,BR,-23.3472,-52.0953,80.6,39,20,8.05,few clouds
455,Melfort,CA,52.8667,-104.6177,28.4,54,100,16.11,overcast clouds
456,Cidreira,BR,-30.1811,-50.2056,70.97,67,69,15.7,broken clouds
457,Ust-Tsilma,RU,65.441,52.1498,28.98,94,70,5.91,broken clouds
458,Excelsior Springs,US,39.3392,-94.2261,46.99,24,1,16.11,clear sky
459,Eureka,US,40.8021,-124.1637,71.01,18,1,4.12,clear sky
460,Predivinsk,RU,57.0669,93.4378,9.63,97,8,2.33,clear sky
461,Payo,ID,-3.7508,103.6372,72.73,98,100,2.24,moderate rain
462,Severo-Yeniseyskiy,RU,60.3725,93.0408,-12.32,100,72,3.76,broken clouds
463,Pontian Kecil,MY,1.4801,103.3899,81.0,89,20,3.44,few clouds
464,Mbuji-Mayi,CD,-6.15,23.6,69.94,88,99,2.59,overcast clouds
465,Nampula,MZ,-15.1165,39.2666,73.4,73,20,9.22,few clouds
466,Yunyang,CN,33.4474,112.7142,52.41,75,100,12.28,overcast clouds
467,Bessonovka,RU,53.3097,45.0407,39.99,45,100,13.47,overcast clouds
468,Grasse,FR,43.6667,6.9167,63.0,72,0,1.14,clear sky
469,Santiago,CL,-33.4569,-70.6483,78.01,43,5,5.75,haze
470,Mangrol,IN,21.1167,70.1167,78.01,86,18,10.11,few clouds
471,Mehamn,NO,71.0357,27.8492,35.6,80,75,20.71,broken clouds
472,El Alto,PE,-4.2714,-81.2147,89.6,45,20,11.5,few clouds
473,Rust,DE,48.2667,7.7333,73.4,28,0,4.61,clear sky
474,Necochea,AR,-38.5473,-58.7368,73.99,54,77,1.99,broken clouds
475,Bloemfontein,ZA,-29.1211,26.214,64.4,63,0,1.14,clear sky
476,Oreoi,GR,38.95,23.1,51.8,58,20,11.5,few clouds
477,Doha,QA,25.2867,51.5333,75.99,68,0,2.3,clear sky
478,Inhambane,MZ,-23.865,35.3833,77.0,69,20,4.61,few clouds
479,Mujiayingzi,CN,42.1167,118.7833,46.35,36,100,3.13,overcast clouds
480,Paamiut,GL,61.994,-49.6678,28.96,80,100,17.02,overcast clouds
481,San Fernando,PH,15.0286,120.6898,80.6,74,40,2.3,scattered clouds
482,Maracacume,BR,-2.0428,-45.9592,80.46,89,100,3.76,heavy intensity rain
483,Moree,AU,-29.4667,149.85,57.2,82,0,8.05,clear sky
484,Asuncion,PY,-25.3007,-57.6359,80.6,50,75,4.61,broken clouds
485,Clyde,US,41.3042,-82.9752,52.0,44,78,1.99,broken clouds
486,Belyy Yar,RU,53.6039,91.3903,24.8,68,0,6.71,clear sky
487,Elesbao Veloso,BR,-6.2019,-42.1403,84.97,66,100,2.46,overcast clouds
488,Vanimo,PG,-2.6741,141.3028,76.17,85,100,5.48,overcast clouds
489,Tukrah,LY,32.5341,20.5791,55.35,76,93,10.56,overcast clouds
490,Ambatolampy,MG,-19.3833,47.4167,66.2,88,20,8.05,few clouds
491,Sabang,ID,5.8933,95.3214,82.06,71,100,26.71,overcast clouds
492,Bellview,US,30.4616,-87.315,80.01,78,90,17.27,overcast clouds
493,Novyy Urengoy,RU,66.0833,76.6333,-12.51,85,76,11.03,broken clouds
494,Portland,US,45.5234,-122.6762,59.0,53,69,3.0,broken clouds
495,Tyup,KG,42.7276,78.3648,28.6,66,59,4.38,broken clouds
496,Loiza,PR,18.4313,-65.8802,82.4,69,40,20.71,scattered clouds
497,Port-Cartier,CA,50.0334,-66.8654,36.0,69,90,20.71,overcast clouds
498,Waipawa,NZ,-41.4122,175.5153,57.2,88,75,27.63,broken clouds
499,Dondo,MZ,-19.6094,34.7431,75.2,78,20,6.91,few clouds
500,Bria,CF,6.5423,21.9863,80.92,29,74,1.1,broken clouds
501,Sibu,MY,2.3,111.8167,77.0,94,40,0.78,scattered clouds
502,Bambanglipuro,ID,-7.95,110.2833,76.08,91,100,2.35,overcast clouds
503,Alcaniz,ES,41.05,-0.1333,54.0,77,1,4.0,clear sky
504,Soe,ID,-9.8607,124.284,65.48,96,100,2.77,overcast clouds
505,Saint George,US,37.1041,-113.5841,61.0,15,1,6.91,clear sky
506,Broken Hill,AU,-31.95,141.4333,62.6,36,0,6.91,clear sky
507,San Cristobal,VE,7.7669,-72.225,80.6,74,75,11.5,broken clouds
508,Veraval,IN,20.9,70.3667,78.08,85,59,11.25,broken clouds
509,Aldan,RU,58.6031,125.3894,19.26,94,100,4.12,overcast clouds
510,Khandyga,RU,62.6667,135.6,-3.95,99,97,3.56,overcast clouds
511,Constantine,DZ,36.365,6.6147,62.6,48,0,4.61,clear sky
512,Panormos,GR,35.4182,24.6909,48.0,92,100,4.0,overcast clouds
513,Gat,IL,31.61,34.7642,60.01,34,6,3.69,clear sky
514,Ketchikan,US,55.3422,-131.6461,37.4,100,90,21.85,moderate rain
515,Tazlar,HU,46.5482,19.5144,59.0,63,0,2.3,clear sky
516,Coari,BR,-4.085,-63.1414,82.98,76,100,2.1,overcast clouds
517,Berlevag,NO,70.8578,29.0864,35.6,87,75,20.71,light rain and snow
518,Cayenne,GF,4.9333,-52.3333,86.0,66,75,12.66,broken clouds
519,Phek,IN,25.6667,94.5,49.37,88,71,1.66,broken clouds
520,Vung Tau,VN,10.346,107.0843,79.77,79,69,8.7,broken clouds
521,Valparaiso,CL,-33.0393,-71.6273,57.2,100,90,5.75,mist
522,Roald,NO,62.5833,6.1333,41.0,81,40,3.44,scattered clouds
523,Lahij,YE,13.1667,44.5833,79.41,28,17,6.08,few clouds
524,Juliaca,PE,-15.5,-70.1333,55.4,54,75,5.75,moderate rain
525,Qui Nhon,VN,13.7667,109.2333,76.17,90,89,8.99,overcast clouds
526,Pran Buri,TH,12.3847,99.9098,86.0,61,100,6.58,overcast clouds
527,Kaliua,TZ,-5.0606,31.7936,65.79,95,100,3.53,light rain
528,Comodoro Rivadavia,AR,-45.8667,-67.5,57.2,72,40,9.22,light intensity drizzle
529,Timiryazevskoye,RU,56.49,84.8769,26.01,75,100,6.85,overcast clouds
530,Lac Du Bonnet,CA,50.2536,-96.0612,21.0,99,53,5.01,broken clouds
531,Kundian,PK,32.4587,71.4775,73.09,12,0,15.59,clear sky
532,La Palma,US,33.8464,-118.0467,84.2,6,1,23.02,clear sky
533,Ovre Ardal,NO,61.3167,7.8,39.2,56,40,6.91,scattered clouds
534,Millinocket,US,45.6573,-68.7098,55.4,67,90,6.91,overcast clouds
535,Viedma,AR,-40.8135,-62.9967,77.63,32,91,5.14,overcast clouds
536,Isangel,VU,-19.55,169.2667,78.66,88,100,11.68,overcast clouds
537,Villaviciosa,ES,43.4813,-5.4357,71.6,40,0,8.05,clear sky
538,Victoria,HK,22.2855,114.1577,79.0,85,68,1.99,broken clouds
539,Tilichiki,RU,60.4667,166.1,18.73,95,100,5.28,light snow
540,Port Moresby,PG,-9.4431,147.1797,77.0,94,75,3.44,broken clouds
541,Sioux Lookout,CA,50.1001,-91.917,17.6,49,20,6.91,few clouds
542,Coyaima,CO,3.7994,-75.1947,81.41,66,100,10.54,overcast clouds
543,Krasnoselkup,RU,65.7,82.4667,-27.31,100,35,1.43,scattered clouds
544,Evensk,RU,61.95,159.2333,14.31,92,100,7.31,overcast clouds
545,Port-Gentil,GA,-0.7193,8.7815,78.8,89,75,5.75,broken clouds
546,Cabedelo,BR,-6.9811,-34.8339,86.0,70,20,10.36,few clouds
547,Dmitriyevka,RU,54.75,55.3333,33.8,69,40,22.37,light snow
548,Zeya,RU,53.75,127.2667,27.99,96,100,2.75,light snow
549,Beoumi,CI,7.6736,-5.5764,87.8,48,16,4.61,haze
550,Hofn,IS,64.2539,-15.2082,41.0,56,0,5.75,clear sky
551,Nanortalik,GL,60.1432,-45.2371,31.68,89,100,2.89,overcast clouds
552,Tonstad,NO,58.6626,6.7169,39.99,88,100,4.9,overcast clouds
553,Beihai,CN,21.4833,109.1,75.4,84,5,9.04,clear sky
554,Gamba,GA,-2.65,10.0,72.68,94,100,4.09,light rain
555,Tacoronte,ES,28.4769,-16.4102,68.0,63,1,15.99,clear sky
556,San Juan,AR,-31.5375,-68.5364,82.85,27,0,10.56,clear sky
557,Pitimbu,BR,-7.4706,-34.8086,86.0,70,20,10.36,few clouds
558,Linhares,BR,-19.3911,-40.0722,91.38,48,4,2.89,light rain
559,Puli,TW,23.9664,120.9695,77.0,88,75,5.75,mist
560,Bajil,YE,15.0584,43.2851,84.87,43,86,2.26,overcast clouds
561,Baculin,PH,7.4525,126.5842,78.46,85,100,3.47,overcast clouds
562,Kupino,RU,54.3663,77.2981,9.01,95,77,8.05,broken clouds
563,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,85.87,45,86,4.99,overcast clouds
564,Fairbanks,US,64.8378,-147.7164,27.0,74,75,4.76,broken clouds
565,Ambulu,ID,-8.345,113.6058,75.34,91,20,3.24,few clouds
566,Katsuura,JP,35.1333,140.3,60.01,71,92,5.73,overcast clouds
567,Boden,SE,65.8252,21.6886,42.8,52,0,11.5,clear sky
568,Dire,ML,12.2833,-10.9667,96.76,11,100,4.61,overcast clouds
569,Maarianhamina,AX,60.0973,19.9348,35.6,87,0,1.14,clear sky
570,San Jeronimo,PE,-11.9472,-75.2829,60.66,58,51,4.74,broken clouds
571,Kununurra,AU,-15.7667,128.7333,80.6,65,100,5.75,overcast clouds
572,Sawakin,SD,19.1059,37.3321,76.28,69,8,10.33,clear sky
573,Shatki,RU,55.1887,44.1249,35.01,97,100,16.28,overcast clouds
574,Machado,BR,-21.6747,-45.9197,73.4,64,75,8.23,broken clouds
575,Faenza,IT,44.2857,11.8833,66.2,42,0,3.44,clear sky
576,The Valley,AI,18.217,-63.0578,80.6,83,75,14.97,broken clouds
577,Soubre,CI,5.7856,-6.6083,78.8,81,63,0.4,light rain
578,Samarai,PG,-10.6167,150.6667,81.27,78,94,2.77,overcast clouds
579,Kiama,AU,-34.6833,150.8667,60.01,89,59,1.99,broken clouds
580,Boguchany,RU,58.3814,97.4531,6.82,95,16,5.39,few clouds
581,Bilibino,RU,68.0546,166.4372,0.86,84,100,3.27,overcast clouds
582,Mahon,ES,39.8885,4.2658,57.2,82,0,10.36,clear sky
583,Polyarnyy,RU,69.1989,33.4478,33.8,93,75,8.95,light rain and snow
584,Trebinje,BA,42.7119,18.3442,57.2,72,0,5.44,clear sky
585,Cabanas,CU,22.9758,-82.9219,91.4,40,40,10.36,light rain
586,Danbury,US,41.3948,-73.454,62.6,63,90,14.97,overcast clouds
587,Saint-Augustin,CA,51.226,-58.6502,29.84,78,46,11.23,scattered clouds
588,Burnie,AU,-41.0667,145.9167,59.7,68,30,6.98,scattered clouds
589,San Vicente,AR,-26.6167,-54.1333,76.08,36,0,5.26,clear sky
590,Mpulungu,ZM,-8.7623,31.1141,70.9,83,53,3.42,light rain
591,Dharchula,IN,29.85,80.5333,58.69,30,0,7.11,clear sky
592,Fukue,JP,32.6881,128.8419,59.58,67,100,15.95,overcast clouds
593,Tiznit,MA,29.5833,-9.5,62.82,53,0,1.66,clear sky
594,Mbandaka,CD,0.0487,18.2603,74.73,86,58,3.51,light rain
595,Tessalit,ML,20.1986,1.0114,83.66,6,0,10.36,clear sky
596,San Quintin,MX,30.4833,-115.95,73.49,33,0,8.23,clear sky
597,Dong Hoi,VN,17.4833,106.6,77.05,78,13,4.76,few clouds
598,Martapura,ID,-3.4167,114.85,78.8,94,75,4.61,broken clouds
599,Tatarsk,RU,55.219,75.9828,13.44,93,93,9.4,overcast clouds
600,Palafrugell,ES,41.9174,3.1631,57.99,24,98,8.25,overcast clouds
601,Turukhansk,RU,65.8167,87.9833,-14.57,100,99,5.19,overcast clouds
602,Novokizhinginsk,RU,51.6115,109.5917,20.82,82,100,1.14,overcast clouds
603,La Crosse,US,43.8014,-91.2396,37.4,35,20,16.11,few clouds
604,Manjeshwar,IN,12.7194,74.8861,84.2,74,75,3.44,broken clouds
605,Awjilah,LY,29.1081,21.2869,61.41,24,0,8.23,clear sky
606,Madang,PG,-5.2246,145.7966,75.9,92,100,4.61,overcast clouds
607,Ogdensburg,US,44.6942,-75.4863,53.6,87,90,14.97,overcast clouds
608,Jacksonville,US,30.3322,-81.6556,87.01,61,75,11.5,broken clouds
609,Borskoye,RU,53.0333,51.7167,31.03,88,100,15.08,overcast clouds
610,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,87.87,39,76,2.51,broken clouds
611,Mopipi,BW,-21.1833,24.8833,78.67,33,100,2.42,overcast clouds
612,Hulan Ergi,CN,47.2042,123.6333,42.48,42,51,7.61,broken clouds
613,Alyangula,AU,-13.8483,136.4192,80.38,65,92,11.54,overcast clouds
614,Craig,US,40.5153,-107.5464,39.2,24,1,1.9,clear sky
615,Mongoumba,CF,3.6415,18.5936,76.55,71,69,3.22,broken clouds
616,Foix,FR,42.8333,1.5833,62.01,58,6,3.0,clear sky
617,Wanlaweyn,SO,2.6185,44.8938,80.78,68,8,15.75,clear sky
618,Long Branch,US,40.3043,-73.9924,68.0,63,90,17.27,overcast clouds
619,Skibbereen,IE,51.55,-9.2667,51.8,82,40,8.05,scattered clouds
620,Athabasca,CA,54.7169,-113.2854,42.8,60,100,8.05,overcast clouds
621,Rio Branco,BR,-9.9747,-67.81,86.0,66,75,3.44,broken clouds
622,Kuusamo,FI,65.9667,29.1833,33.8,86,75,13.8,broken clouds
623,Ulladulla,AU,-35.35,150.4667,57.0,100,51,5.75,broken clouds
624,Winslow,US,35.0242,-110.6974,55.0,11,1,6.73,clear sky
625,Kualakapuas,ID,-3.0091,114.3876,78.8,94,75,4.61,broken clouds
626,Urumqi,CN,43.801,87.6005,39.2,81,0,4.47,clear sky
627,Chifeng,CN,42.2683,118.9636,47.1,40,100,3.27,overcast clouds
628,Kuching,MY,1.55,110.3333,77.0,94,40,2.3,scattered clouds
629,Eskilstuna,SE,59.3666,16.5077,42.8,81,100,4.61,overcast clouds
630,Asyut,EG,27.181,31.1837,62.6,42,0,6.91,clear sky
631,Tombouctou,ML,20.0,-3.0,85.48,5,0,8.97,clear sky
632,Roebourne,AU,-20.7833,117.1333,81.36,42,0,6.2,clear sky
633,Luwuk,ID,-0.9516,122.7875,78.17,81,100,3.31,overcast clouds
634,Galesong,ID,-5.3166,119.3661,75.2,100,40,6.91,light rain
635,Bumba,CD,2.1833,22.4667,80.01,60,60,2.55,broken clouds
636,Arrecife,ES,28.963,-13.5477,73.4,60,20,17.27,few clouds
637,Otavi,NA,-19.65,17.3333,61.75,92,100,10.51,light rain
638,Sire,NG,12.9299,5.2043,84.34,8,9,10.04,clear sky
639,Ruteng,ID,-8.6136,120.4721,62.15,95,100,1.16,overcast clouds
640,Marsh Harbour,BS,26.5412,-77.0636,77.59,73,7,13.94,clear sky
641,Vinstra,NO,61.5952,9.7523,26.33,88,11,4.25,few clouds
642,San Ramon,US,37.7799,-121.978,73.0,24,1,5.75,clear sky
643,Simao,CN,22.7886,100.9748,61.38,39,39,0.31,scattered clouds
644,Alamos,MX,27.0167,-108.9333,90.0,25,5,4.99,clear sky
645,Moundsville,US,39.9203,-80.7431,48.99,87,90,9.22,overcast clouds
646,Sibolga,ID,1.7427,98.7792,74.97,93,100,5.12,overcast clouds
647,Trat,TH,12.5,102.5,81.0,99,56,2.28,broken clouds
648,Klaksvik,FO,62.2266,-6.589,39.2,60,75,10.36,broken clouds
649,Salina Cruz,MX,16.1667,-95.2,95.05,39,50,2.8,scattered clouds
650,Westport,US,41.1415,-73.3579,60.01,72,90,12.66,overcast clouds
651,Cimislia,MD,46.52,28.7842,46.4,71,0,1.14,clear sky
652,Kargopol,RU,61.5071,38.9456,33.82,97,100,7.9,overcast clouds
653,Pitiquito,MX,30.7,-112.0833,81.0,17,1,1.99,clear sky
654,Terney,RU,45.0503,136.6092,34.65,80,1,7.78,clear sky
655,Almaty,KZ,43.25,76.95,37.4,93,90,13.42,overcast clouds
656,Sangar,RU,63.9242,127.4739,20.43,95,100,8.01,light snow
657,Okhotsk,RU,59.3833,143.3,9.93,79,11,11.97,few clouds
658,Olafsvik,IS,64.8945,-23.7142,40.77,85,72,23.17,broken clouds
659,Tyumentsevo,RU,53.3224,81.498,12.52,97,99,5.79,overcast clouds
660,Kawambwa,ZM,-9.7915,29.0791,62.17,97,65,3.67,broken clouds
661,Kud,IN,33.0833,75.2833,46.83,42,0,7.96,clear sky
662,Tongliao,CN,43.6125,122.2653,44.58,46,82,7.83,broken clouds
663,Areka,ET,7.0667,37.7,66.94,63,100,2.26,overcast clouds
664,Butia,BR,-30.1197,-51.9622,73.44,57,69,5.37,broken clouds
665,Rio Grande,BR,-32.035,-52.0986,75.2,46,40,6.91,scattered clouds
666,Turinsk,RU,58.0458,63.696,34.74,63,100,16.15,overcast clouds
667,Obo,CF,5.3998,26.4869,81.03,45,81,4.14,broken clouds
668,Atocha,BO,-20.9333,-66.2333,61.21,24,92,15.9,overcast clouds
669,Arman,RU,59.7,150.1667,18.45,96,91,3.0,overcast clouds
670,Goma,CD,-1.6792,29.2228,62.55,90,98,2.35,overcast clouds
671,Paramirim,BR,-13.4425,-42.2389,90.16,31,95,1.79,overcast clouds
672,Yulara,AU,-25.2406,130.9889,62.6,42,0,8.05,clear sky
673,Muroto,JP,33.2833,134.15,60.67,62,100,10.38,overcast clouds
674,Navirai,BR,-23.065,-54.1906,79.47,41,61,7.4,broken clouds
675,Berdigestyakh,RU,62.0989,126.6992,19.0,94,100,5.57,overcast clouds
