City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
381,Kamskiye Polyany,RU,2021-03-29 22:24:18,55.4307,51.4171,33.8,37,0,2.24
382,Gua Musang,MY,2021-03-29 22:24:19,4.8823,101.9644,72.68,98,94,0.65
383,Akdagmadeni,TR,2021-03-29 22:24:19,39.6603,35.8836,35.62,66,10,2.3
384,Saint-Leu,RE,2021-03-29 22:24:19,-21.15,55.2833,77.0,78,0,6.91
385,Hoquiam,US,2021-03-29 22:24:20,46.9809,-123.8893,51.01,53,1,21.85
386,Ayr,GB,2021-03-29 22:24:20,55.4627,-4.6339,53.6,87,75,14.97
387,Narasapur,IN,2021-03-29 22:24:21,16.45,81.6667,77.74,90,32,4.68
388,Staryy Nadym,RU,2021-03-29 22:24:21,65.6118,72.6842,7.95,95,100,13.22
389,Zorritos,PE,2021-03-29 22:24:21,-3.6805,-80.6782,80.6,74,90,6.91
390,Yunyang,CN,2021-03-29 22:24:21,33.4474,112.7142,51.17,51,51,7.7
391,Gat,IL,2021-03-29 22:24:22,31.61,34.7642,54.0,71,0,4.61
392,Great Yarmouth,GB,2021-03-29 22:24:22,52.6083,1.7305,51.8,82,8,5.75
393,Wattegama,LK,2021-03-29 22:24:22,6.7989,81.4808,73.09,88,100,7.4
394,Egvekinot,RU,2021-03-29 22:24:22,66.3167,-179.1667,6.84,77,100,15.66
395,Salavat,RU,2021-03-29 22:24:23,53.3837,55.9077,27.54,98,98,5.17
396,Sinnamary,GF,2021-03-29 22:24:23,5.3833,-52.95,77.65,86,90,14.47
397,Namibe,AO,2021-03-29 22:24:23,-15.1961,12.1522,74.44,82,88,1.83
398,Seymchan,RU,2021-03-29 22:24:24,62.8833,152.4333,-5.37,98,99,1.57
399,Upernavik,GL,2021-03-29 22:24:24,72.7868,-56.1549,-5.08,77,98,7.27
400,The Valley,AI,2021-03-29 22:24:24,18.217,-63.0578,80.6,73,40,16.11
401,Rathdrum,US,2021-03-29 22:24:25,47.8137,-116.892,42.01,33,75,14.97
402,Fare,PF,2021-03-29 22:24:25,-16.7,-151.0167,82.18,72,14,15.57
403,Shenjiamen,CN,2021-03-29 22:24:25,29.9576,122.298,59.27,99,100,0.58
404,Boden,SE,2021-03-29 22:24:26,65.8252,21.6886,33.8,100,90,8.05
405,Khani,GE,2021-03-29 22:24:26,41.9563,42.9566,39.2,81,0,5.75
406,Lander,US,2021-03-29 22:24:26,42.833,-108.7307,37.4,22,1,26.46
407,Ginda,IN,2021-03-29 22:24:27,30.6945,78.4932,53.19,31,9,8.48
408,Neryungri,RU,2021-03-29 22:24:27,56.6709,124.6491,0.54,99,93,3.13
409,Taywarah,AF,2021-03-29 22:24:27,33.35,64.4167,35.74,35,0,3.67
410,Nicoya,CR,2021-03-29 22:24:28,10.1483,-85.452,87.8,42,20,25.32
411,Omboue,GA,2021-03-29 22:24:28,-1.5746,9.2618,76.8,88,100,2.55
412,Moose Factory,CA,2021-03-29 22:24:28,51.2585,-80.6094,24.8,58,40,13.8
413,Rio Gallegos,AR,2021-03-29 22:24:29,-51.6226,-69.2181,68.0,45,0,5.75
414,Faenza,IT,2021-03-29 22:24:29,44.2857,11.8833,52.0,85,42,4.18
415,Chuy,UY,2021-03-29 22:24:29,-33.6971,-53.4616,67.37,87,25,15.14
416,Boguchany,RU,2021-03-29 22:24:29,58.3814,97.4531,26.11,98,100,3.78
417,Gladstone,AU,2021-03-29 22:24:30,-23.85,151.25,77.0,61,2,11.5
418,Hamilton,US,2021-03-29 22:22:46,39.1834,-84.5333,60.01,33,1,9.22
419,Bogande,BF,2021-03-29 22:24:30,12.9714,-0.1436,82.74,14,0,9.1
420,Elesbao Veloso,BR,2021-03-29 22:24:30,-6.2019,-42.1403,73.49,94,90,5.68
421,Pasighat,IN,2021-03-29 22:24:31,28.0667,95.3333,67.68,23,3,4.38
422,Okmulgee,US,2021-03-29 22:24:31,35.6234,-95.9605,75.2,22,1,24.16
423,Tezu,IN,2021-03-29 22:24:31,27.9167,96.1667,69.21,21,19,4.45
424,Torbay,CA,2021-03-29 22:22:35,47.6666,-52.7314,37.0,100,90,43.73
425,Lexington,US,2021-03-29 22:20:22,37.9887,-84.4777,57.0,33,1,9.22
426,Husavik,IS,2021-03-29 22:24:32,66.0449,-17.3389,26.6,80,90,3.44
427,Namatanai,PG,2021-03-29 22:24:32,-3.6667,152.4333,82.38,73,99,6.2
428,Talaya,RU,2021-03-29 22:24:32,61.3833,152.75,0.37,93,100,1.88
429,Lesnoy,RU,2021-03-29 22:24:33,57.6198,63.0784,14.25,96,21,2.48
430,Lake City,US,2021-03-29 22:20:04,30.1897,-82.6393,73.99,56,1,4.61
431,Soyo,AO,2021-03-29 22:24:33,-6.1349,12.3689,80.55,79,100,7.92
432,Havelock,US,2021-03-29 22:24:33,34.8791,-76.9013,61.0,44,1,9.22
433,Tutoia,BR,2021-03-29 22:24:34,-2.7619,-42.2744,78.37,86,56,7.4
434,Magdagachi,RU,2021-03-29 22:24:34,53.45,125.8,17.4,87,11,6.22
435,Kaeo,NZ,2021-03-29 22:24:34,-35.1,173.7833,69.01,96,90,8.99
436,Sabang,ID,2021-03-29 22:24:35,5.8933,95.3214,80.38,78,100,12.08
437,Milkovo,RU,2021-03-29 22:24:35,54.7167,158.6167,22.69,72,100,2.93
438,Seddon,AU,2021-03-29 22:24:35,-37.8068,144.8916,55.99,87,92,5.75
439,Alberton,CA,2021-03-29 22:24:35,46.8168,-64.0654,37.4,81,98,19.57
440,Lianzhou,CN,2021-03-29 22:24:36,24.7811,112.3825,74.57,94,44,3.49
441,Pacific Grove,US,2021-03-29 22:22:58,36.6177,-121.9166,57.2,58,1,12.66
442,Honningsvag,NO,2021-03-29 22:24:36,70.9821,25.9704,35.28,78,24,14.25
443,Saint-Augustin,CA,2021-03-29 22:24:36,51.226,-58.6502,35.58,99,100,13.56
444,Ambon,ID,2021-03-29 22:24:37,-3.6954,128.1814,77.0,94,20,5.75
445,Yenagoa,NG,2021-03-29 22:24:37,4.9247,6.2642,78.33,85,72,5.1
446,Faya,SA,2021-03-29 22:24:37,18.3851,42.4509,62.6,44,0,4.61
447,Shihezi,CN,2021-03-29 22:24:38,44.3,86.0333,37.09,97,100,4.9
448,Ostrovnoy,RU,2021-03-29 22:24:38,68.0531,39.5131,34.7,96,100,23.11
449,Safford,US,2021-03-29 22:20:01,32.834,-109.7076,82.4,10,1,4.61
450,Vulcan,RO,2021-03-29 22:24:38,45.3833,23.2667,35.26,84,77,3.22
451,Pochutla,MX,2021-03-29 22:24:39,15.7432,-96.4661,91.99,45,1,6.91
452,Khilok,RU,2021-03-29 22:24:39,51.3674,110.4676,24.67,97,100,2.13
453,Atherton,GB,2021-03-29 22:24:39,53.5237,-2.4935,51.01,78,2,1.99
454,Iqaluit,CA,2021-03-29 22:24:40,63.7506,-68.5145,3.2,72,20,16.11
455,Tornabe,HN,2021-03-29 22:24:40,15.75,-87.55,87.8,70,40,16.11
456,Verkhnevilyuysk,RU,2021-03-29 22:24:40,63.4453,120.3167,1.33,99,98,2.62
457,Paamiut,GL,2021-03-29 22:24:40,61.994,-49.6678,26.82,67,100,20.67
458,Gizo,SB,2021-03-29 22:24:41,-8.103,156.8419,83.28,71,87,1.81
459,Leeuwarden,NL,2021-03-29 22:24:41,53.2014,5.8086,50.0,71,5,1.01
460,Siguiri,GN,2021-03-29 22:24:41,11.6667,-9.5,88.61,18,0,3.69
461,Leningradskiy,RU,2021-03-29 22:24:42,69.3833,178.4167,-1.01,92,100,14.81
462,Davila,PH,2021-03-29 22:24:42,18.4726,120.5763,73.4,94,40,2.3
463,Valleyview,CA,2021-03-29 22:24:42,55.0667,-117.2859,23.0,42,100,16.11
464,Noumea,NC,2021-03-29 22:24:43,-22.2763,166.4572,82.0,65,0,4.61
465,Kizema,RU,2021-03-29 22:24:43,61.113,44.8302,28.51,93,33,8.14
466,Constitucion,CL,2021-03-29 22:24:43,-35.3333,-72.4167,59.67,77,37,4.14
467,Asgabat,TM,2021-03-29 22:24:43,37.95,58.3833,51.8,50,90,6.91
468,Peniche,PT,2021-03-29 22:23:21,39.3558,-9.3811,60.01,77,22,1.01
469,Kurchum,KZ,2021-03-29 22:24:44,48.5722,83.6542,10.99,89,46,4.29
470,Fairbanks,US,2021-03-29 22:21:20,64.8378,-147.7164,32.0,80,90,4.61
471,Kogon,UZ,2021-03-29 22:24:44,39.7228,64.5517,41.0,87,0,4.61
472,Ormara,PK,2021-03-29 22:24:44,25.2088,64.6357,81.99,38,98,11.59
473,Manzhouli,CN,2021-03-29 22:24:45,49.6,117.4333,28.2,57,73,3.89
474,Victor Harbor,AU,2021-03-29 22:24:45,-35.5667,138.6167,64.99,66,48,4.41
475,Porto Santo,PT,2021-03-29 22:24:45,33.072,-16.3415,62.6,82,40,17.27
476,Zhangye,CN,2021-03-29 22:24:46,38.9342,100.4517,47.03,30,88,7.58
477,Ulaangom,MN,2021-03-29 22:24:46,49.9811,92.0667,18.81,72,35,6.11
478,Svetlogorsk,BY,2021-03-29 22:24:46,52.6333,29.7333,41.27,79,100,5.39
479,Lusambo,CD,2021-03-29 22:24:46,-4.9667,23.45,67.82,99,100,0.85
480,Angoche,MZ,2021-03-29 22:24:47,-16.2325,39.9086,77.16,82,26,10.67
481,Hue,VN,2021-03-29 22:24:47,16.4667,107.6,78.8,89,20,2.3
482,Ulladulla,AU,2021-03-29 22:24:47,-35.35,150.4667,62.01,55,40,10.36
483,Bagong Sikat,PH,2021-03-29 22:24:48,12.3675,121.0617,78.01,76,100,4.79
484,Sabha,LY,2021-03-29 22:24:48,27.0377,14.4283,62.89,26,16,13.69
485,Bathsheba,BB,2021-03-29 22:24:12,13.2167,-59.5167,78.8,65,40,19.57
486,Bairiki,KI,2021-03-29 22:24:48,1.3292,172.9752,84.2,74,20,10.36
487,Korla,CN,2021-03-29 22:20:21,41.7597,86.1469,42.26,85,100,18.79
488,Muravlenko,RU,2021-03-29 22:24:49,63.7898,74.523,0.43,93,100,8.01
489,Tautira,PF,2021-03-29 22:24:49,-17.7333,-149.15,86.0,62,40,5.75
490,Imbituba,BR,2021-03-29 22:23:51,-28.24,-48.6703,73.4,94,75,2.3
491,Kununurra,AU,2021-03-29 22:24:49,-15.7667,128.7333,75.2,73,77,6.91
492,Kruisfontein,ZA,2021-03-29 22:24:49,-34.0033,24.7314,66.99,84,24,5.01
493,Ketchikan,US,2021-03-29 22:24:50,55.3422,-131.6461,37.4,81,90,8.05
494,Clarence Town,AU,2021-03-29 22:24:50,-32.5833,151.7833,66.99,94,90,8.05
495,Whitehorse,CA,2021-03-29 22:24:50,60.7161,-135.0538,30.2,37,75,6.91
496,Heihe,CN,2021-03-29 22:22:05,50.2441,127.4902,33.8,80,20,11.18
497,Kamloops,CA,2021-03-29 22:24:25,50.6665,-120.3192,42.8,24,40,17.27
498,Kaniama,CD,2021-03-29 22:24:51,-7.5667,24.1833,65.32,96,88,0.69
499,Les Cayes,HT,2021-03-29 22:24:51,18.2,-73.75,80.02,69,3,10.87
500,Banes,CU,2021-03-29 22:24:51,20.9625,-75.7186,86.0,48,20,23.02
501,Mecca,SA,2021-03-29 22:24:52,21.4267,39.8261,77.14,48,21,4.47
502,Dabat,ET,2021-03-29 22:24:52,12.9842,37.765,60.78,46,95,3.8
503,Bulgan,MN,2021-03-29 22:24:52,48.8125,103.5347,30.74,58,45,5.5
504,Velka Bites,CZ,2021-03-29 22:24:53,49.2884,16.2274,53.6,50,0,4.61
505,Tabou,CI,2021-03-29 22:24:53,4.423,-7.3528,79.23,85,20,5.08
506,Wilmington,US,2021-03-29 22:23:17,34.2257,-77.9447,62.6,39,1,9.22
507,Evensk,RU,2021-03-29 22:24:53,61.95,159.2333,2.61,76,6,4.25
508,Bac Lieu,VN,2021-03-29 22:24:54,9.285,105.7244,78.49,82,39,5.32
509,Boundiali,CI,2021-03-29 22:24:54,9.5217,-6.4869,83.73,39,18,3.98
510,Linxia,CN,2021-03-29 22:24:54,35.6003,103.2064,49.1,42,81,2.82
511,Srednekolymsk,RU,2021-03-29 22:24:55,67.45,153.6833,2.5,87,75,3.24
512,Lichinga,MZ,2021-03-29 22:24:55,-13.3128,35.2406,64.0,100,75,17.27
513,Arman,RU,2021-03-29 22:24:55,59.7,150.1667,16.75,78,100,5.39
514,Sambava,MG,2021-03-29 22:24:55,-14.2667,50.1667,77.0,91,100,4.41
515,Hailar,CN,2021-03-29 22:24:56,49.2,119.7,27.48,74,74,0.83
516,Newport,GB,2021-03-29 22:24:56,51.5877,-2.9984,46.99,93,0,4.99
517,Santa Cruz Cabralia,BR,2021-03-29 22:24:56,-16.2781,-39.0247,78.8,73,0,6.91
518,Grande Prairie,CA,2021-03-29 22:24:57,55.1667,-118.8027,23.0,46,75,11.5
519,Languyan,PH,2021-03-29 22:24:57,5.2618,120.0807,80.1,79,50,6.58
520,Valparaiso,CL,2021-03-29 22:23:30,-33.0393,-71.6273,59.0,82,40,3.44
521,Naron,ES,2021-03-29 22:22:03,43.5167,-8.1528,60.01,67,0,2.3
522,Hervey Bay,AU,2021-03-29 22:24:58,-25.2986,152.8535,73.99,79,3,4.0
523,Maua,BR,2021-03-29 22:24:58,-23.6678,-46.4614,75.99,58,79,1.01
524,Cockburn Town,TC,2021-03-29 22:23:07,21.4612,-71.1419,82.4,69,40,16.11
525,Kloulklubed,PW,2021-03-29 22:24:58,7.0419,134.2556,78.8,89,75,8.52
526,Montrose,US,2021-03-29 22:24:59,38.4166,-108.2673,63.0,15,8,21.99
527,Santa Ana,US,2021-03-29 22:24:59,33.7456,-117.8678,79.0,52,1,13.8
528,Front Royal,US,2021-03-29 22:20:12,38.9182,-78.1944,61.0,23,1,3.44
529,Casambalangan,PH,2021-03-29 22:24:59,18.3765,122.1274,76.95,85,17,4.5
530,Batagay-Alyta,RU,2021-03-29 22:25:00,67.8006,130.4114,-4.14,88,98,4.16
531,Erdenet,MN,2021-03-29 22:25:00,49.0333,104.0833,28.76,70,74,5.64
532,Satipo,PE,2021-03-29 22:25:00,-11.2522,-74.6386,72.52,88,100,1.52
533,Lipin Bor,RU,2021-03-29 22:25:01,60.2622,37.9763,34.25,87,100,14.18
534,Doctor Arroyo,MX,2021-03-29 22:25:01,23.6667,-100.1833,68.49,51,100,12.39
535,Port Keats,AU,2021-03-29 22:25:01,-14.25,129.55,75.49,73,97,7.47
536,Tuatapere,NZ,2021-03-29 22:25:02,-46.1333,167.6833,57.99,94,100,1.01
537,Basoko,CD,2021-03-29 22:25:02,1.2391,23.616,72.5,79,100,4.41
538,Acarau,BR,2021-03-29 22:25:02,-2.8856,-40.12,78.76,82,56,7.87
539,Rundu,NA,2021-03-29 22:24:55,-17.9333,19.7667,66.09,58,4,6.89
540,Moron,AR,2021-03-29 22:22:25,-34.6534,-58.6198,72.0,64,73,5.95
541,Los Llanos De Aridane,ES,2021-03-29 22:22:58,28.6585,-17.9182,64.4,68,0,4.61
542,Panaba,MX,2021-03-29 22:25:03,21.2833,-88.2667,87.46,44,64,13.49
543,Zaria,NG,2021-03-29 22:25:03,11.1113,7.7227,76.39,19,3,10.42
544,Hobyo,SO,2021-03-29 22:25:03,5.3505,48.5268,80.01,74,45,10.92
545,Santa Catalina,PH,2021-03-29 22:25:04,9.3337,122.8637,77.0,83,20,4.61
546,Joetsu,JP,2021-03-29 22:25:04,37.1483,138.2364,48.99,92,76,3.8
547,Modasa,IN,2021-03-29 22:25:04,23.4667,73.3,76.8,38,21,9.44
548,Ilo,PE,2021-03-29 22:25:05,-17.6394,-71.3375,69.84,78,21,6.15
549,Panshi,CN,2021-03-29 22:25:05,42.9422,126.0561,35.46,61,5,4.97
550,Acapulco,MX,2021-03-29 22:25:05,16.8634,-99.8901,86.0,66,40,10.36
551,Dauriya,RU,2021-03-29 22:25:06,49.9333,116.8667,27.72,56,97,6.11
552,Marquette,US,2021-03-29 22:25:06,46.5333,-87.6335,45.0,57,33,14.0
553,Praya,CV,2021-03-29 22:25:06,14.9215,-23.5087,69.8,73,75,17.27
554,Novikovo,RU,2021-03-29 22:25:07,51.1537,37.8879,33.1,80,36,6.64
555,Slubice,PL,2021-03-29 22:25:07,52.3509,14.5607,54.0,68,86,7.47
556,Oxbow,CA,2021-03-29 22:24:58,49.2333,-102.1676,28.4,80,90,33.38
557,Zyryanka,RU,2021-03-29 22:25:07,65.75,150.85,0.57,91,36,8.16
558,Lodwar,KE,2021-03-29 22:25:07,3.1191,35.5973,89.22,34,63,14.36
559,Kirkwood,US,2021-03-29 22:25:08,38.5834,-90.4068,71.6,21,20,19.57
560,Darhan,MN,2021-03-29 22:25:08,49.4867,105.9228,31.8,65,46,3.71
561,Moree,AU,2021-03-29 22:25:08,-29.4667,149.85,68.0,68,40,9.22
562,Luwuk,ID,2021-03-29 22:25:09,-0.9516,122.7875,77.45,84,100,1.86
563,Coahuayana,MX,2021-03-29 22:25:09,18.7333,-103.6833,82.4,36,75,7.54
564,Saint-Francois,FR,2021-03-29 22:25:09,46.4154,3.9054,50.0,62,0,4.61
565,Asau,RO,2021-03-29 22:25:10,46.4333,26.4,39.2,60,0,10.36
566,Karakol,KG,2021-03-29 22:25:10,42.4907,78.3936,28.36,79,100,3.6
567,Kjollefjord,NO,2021-03-29 22:25:10,70.9457,27.3465,32.0,80,0,13.8
568,Solnechnyy,RU,2021-03-29 22:25:10,50.7214,136.6319,27.39,89,88,7.67
569,Sharjah,AE,2021-03-29 22:22:05,25.3573,55.4033,72.0,78,0,8.05
570,Bontang,ID,2021-03-29 22:25:11,0.1333,117.5,76.05,90,100,5.88
571,Poquoson,US,2021-03-29 22:25:11,37.1224,-76.3458,62.01,47,1,5.75
572,Batemans Bay,AU,2021-03-29 22:25:11,-35.7167,150.1833,60.01,67,41,1.99
